time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,european_aqi,dust,ammonia,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,surface_pressure,wind_speed_10m,wind_direction_10m,weather_code,boundary_layer_height
2025-11-07T20:00,55.8,203.0,720.0,34.5,20.2,74.0,144,82,273.0,,20.5,45,18.9,0.0,0.0,990.2,7.4,293,0,190.0
2025-11-07T21:00,56.1,202.6,682.0,32.1,18.6,71.0,143,82,266.0,,19.5,47,17.9,0.0,0.0,990.1,6.8,288,0,150.0
2025-11-07T22:00,55.4,190.5,631.0,29.7,17.0,70.0,142,79,243.0,,18.7,48,17.0,0.0,0.0,990.0,7.0,288,0,140.0
2025-11-07T23:00,53.2,171.4,577.0,27.1,15.7,69.0,141,74,216.0,,18.3,51,16.5,0.0,0.0,990.1,8.0,286,0,155.0
2025-11-08T00:00,50.5,149.9,513.0,23.9,14.6,69.0,140,68,185.0,,17.3,53,15.6,0.0,0.0,989.9,7.9,290,0,150.0
2025-11-08T01:00,47.4,129.9,447.0,20.4,13.8,69.0,139,63,150.0,,16.8,55,15.0,0.0,0.0,989.8,8.0,288,0,145.0
2025-11-08T02:00,44.7,112.0,409.0,17.8,13.4,69.0,138,58,121.0,,16.3,56,14.4,0.0,0.0,989.5,8.2,289,0,145.0
2025-11-08T03:00,43.0,98.3,387.0,15.8,13.4,70.0,137,56,103.0,,15.8,57,13.9,0.0,0.0,989.6,7.5,287,0,135.0
2025-11-08T04:00,43.0,91.0,394.0,14.6,13.7,70.0,135,56,91.0,,15.2,58,13.4,0.0,0.0,989.5,6.5,284,0,115.0
2025-11-08T05:00,43.4,92.4,499.0,15.1,14.8,71.0,134,56,90.0,,14.4,64,12.8,0.0,0.0,989.8,6.2,285,0,100.0
2025-11-08T06:00,48.4,93.4,827.0,22.3,16.9,61.0,133,59,82.0,,13.9,66,12.4,0.0,0.0,990.0,5.2,284,0,70.0
2025-11-08T07:00,56.5,98.0,1254.0,32.0,19.9,47.0,132,63,71.0,,14.8,61,13.3,0.0,0.0,991.0,5.4,264,0,60.0
2025-11-08T08:00,60.1,93.1,1476.0,36.7,22.8,47.0,132,65,61.0,,16.8,56,15.3,0.0,0.0,991.6,6.1,270,0,105.0
2025-11-08T09:00,56.6,91.0,1296.0,31.7,25.5,72.0,131,63,52.0,,19.4,47,18.1,0.0,0.0,992.4,4.7,274,0,165.0
2025-11-08T10:00,49.9,78.0,911.0,21.7,28.2,109.0,131,60,44.0,,22.0,38,20.5,0.0,0.0,992.5,5.5,281,0,375.0
2025-11-08T11:00,40.3,62.4,605.0,13.8,29.7,138.0,131,69,42.0,,24.6,29,22.8,0.0,0.0,992.1,8.3,286,0,780.0
2025-11-08T12:00,36.8,59.8,482.0,9.7,29.4,152.0,130,76,48.0,,25.9,25,24.0,0.0,0.0,991.5,9.4,293,0,930.0
2025-11-08T13:00,37.0,66.6,438.0,7.8,28.0,157.0,130,79,60.0,,26.6,23,24.2,0.0,0.0,991.0,10.1,295,0,1040.0
2025-11-08T14:00,37.8,77.3,442.0,9.6,26.7,154.0,131,77,75.0,,26.8,22,23.6,0.0,0.0,990.0,10.7,299,0,1080.0
2025-11-08T15:00,39.1,92.7,505.0,18.1,25.8,139.0,131,70,91.0,,26.4,23,23.3,0.0,0.0,989.8,10.4,302,0,1065.0
2025-11-08T16:00,42.0,106.6,617.0,30.5,24.9,116.0,131,56,110.0,,25.4,26,22.7,0.0,0.0,989.5,9.3,302,0,1020.0
2025-11-08T17:00,61.9,136.4,718.0,45.3,25.1,85.0,132,66,141.0,,23.2,34,21.3,0.0,0.0,989.6,6.0,295,0,360.0
2025-11-08T18:00,68.2,156.5,797.0,44.9,24.6,79.0,133,70,166.0,,22.1,39,20.5,0.0,0.0,989.8,5.7,294,0,270.0
2025-11-08T19:00,70.5,177.9,864.0,44.2,23.9,71.0,134,75,201.0,,21.2,42,19.7,0.0,0.0,990.3,6.0,299,0,185.0
2025-11-08T20:00,73.3,194.6,896.0,42.6,23.0,66.0,136,80,224.0,,20.2,45,18.7,0.0,0.0,990.6,6.1,304,0,145.0
2025-11-08T21:00,75.2,201.2,874.0,39.6,21.8,65.0,138,82,227.0,,19.3,49,18.0,0.0,0.0,990.7,5.7,298,0,110.0
2025-11-08T22:00,76.1,197.9,816.0,35.6,20.5,66.0,140,81,218.0,,18.7,49,17.3,0.0,0.0,990.3,5.9,297,0,105.0
2025-11-08T23:00,74.5,183.9,749.0,31.4,19.4,68.0,142,77,201.0,,18.1,54,16.8,0.0,0.0,990.3,6.1,289,0,95.0
2025-11-09T00:00,73.8,164.8,666.0,26.7,18.5,70.0,144,72,172.0,,17.5,53,15.9,0.0,0.0,989.6,6.7,290,0,100.0
2025-11-09T01:00,72.4,143.9,575.0,21.8,17.9,73.0,147,71,134.0,,16.9,54,15.2,0.0,0.0,989.4,7.1,297,0,110.0
2025-11-09T02:00,70.8,126.2,519.0,18.2,17.5,74.0,149,70,103.0,,16.3,55,14.6,0.0,0.0,989.1,6.4,299,0,100.0
2025-11-09T03:00,69.6,114.3,499.0,16.2,17.4,74.0,151,70,86.0,,15.7,57,14.0,0.0,0.0,988.7,6.3,294,0,95.0
2025-11-09T04:00,68.9,108.3,516.0,15.5,17.7,72.0,151,69,76.0,,15.1,59,13.4,0.0,0.0,988.4,6.2,285,0,90.0
2025-11-09T05:00,73.1,105.9,613.0,18.5,18.3,68.0,152,72,60.0,,14.2,67,12.8,0.0,0.0,988.5,6.0,286,0,95.0
2025-11-09T06:00,75.4,104.5,894.0,24.9,19.8,61.0,153,73,56.0,,14.1,66,12.6,0.0,0.0,989.0,5.8,275,0,85.0
2025-11-09T07:00,79.4,106.9,1255.0,33.3,22.0,52.0,154,75,50.0,,14.7,64,13.1,0.0,0.0,990.0,7.0,269,0,90.0
2025-11-09T08:00,79.2,103.8,1437.0,36.9,23.8,56.0,154,75,45.0,,16.4,60,15.1,0.0,0.0,990.7,6.5,265,0,130.0
2025-11-09T09:00,72.4,98.3,1270.0,30.9,25.1,86.0,155,71,40.0,,19.0,52,18.0,0.0,0.0,991.4,4.5,270,0,190.0
2025-11-09T10:00,59.3,83.6,924.0,20.0,26.2,129.0,156,65,36.0,,21.7,44,20.7,0.0,0.0,991.4,4.9,280,0,330.0
2025-11-09T11:00,37.8,59.0,643.0,11.6,26.6,162.0,156,82,40.0,,24.4,33,22.9,0.0,0.0,990.6,8.4,295,0,835.0
2025-11-09T12:00,34.5,63.3,510.0,7.5,26.0,176.0,156,96,59.0,,25.9,28,24.3,0.0,0.0,989.9,8.6,303,0,960.0
2025-11-09T13:00,33.9,75.4,442.0,5.9,24.7,179.0,156,99,86.0,,26.7,26,24.8,0.0,0.0,988.9,8.6,300,0,1055.0
2025-11-09T14:00,34.1,91.0,443.0,8.8,23.9,174.0,156,94,109.0,,26.8,25,24.3,0.0,0.0,988.2,9.0,299,0,1090.0
2025-11-09T15:00,36.9,110.1,548.0,19.6,24.0,156.0,155,78,124.0,,26.5,27,24.1,0.0,0.0,987.8,9.3,294,0,1070.0
2025-11-09T16:00,39.9,118.3,720.0,35.0,24.6,129.0,155,65,134.0,,25.6,30,23.4,0.0,0.0,987.5,9.0,290,0,955.0
2025-11-09T17:00,67.5,135.0,853.0,45.5,24.3,103.0,155,69,128.0,,23.5,38,22.1,0.0,0.0,987.6,6.2,277,0,270.0
2025-11-09T18:00,75.2,150.9,901.0,46.5,24.6,94.0,155,73,144.0,,22.4,41,21.0,0.0,0.0,987.9,6.9,277,0,215.0
2025-11-09T19:00,78.7,165.8,909.0,47.8,24.9,80.0,156,74,166.0,,21.4,42,19.8,0.0,0.0,988.4,7.3,279,0,180.0
2025-11-09T20:00,79.9,177.4,905.0,47.4,24.8,71.0,156,75,181.0,,20.5,43,18.7,0.0,0.0,988.8,7.1,285,0,165.0
2025-11-09T21:00,82.2,184.4,899.0,44.2,24.1,68.0,156,77,186.0,,19.6,45,17.9,0.0,0.0,988.9,6.4,281,0,120.0
2025-11-09T22:00,84.8,185.8,881.0,39.4,22.9,69.0,156,78,184.0,,19.1,45,17.3,0.0,0.0,988.7,6.6,281,0,105.0
2025-11-09T23:00,85.7,179.7,848.0,34.3,21.9,71.0,157,78,174.0,,18.5,48,16.8,0.0,0.0,989.0,6.7,279,0,115.0
2025-11-10T00:00,85.2,169.0,784.0,28.7,21.1,74.0,157,78,154.0,,17.8,51,16.1,0.0,0.0,988.3,6.9,298,0,125.0
2025-11-10T01:00,83.8,153.7,705.0,22.8,20.3,78.0,157,77,126.0,,16.8,55,15.2,0.0,0.0,988.0,6.3,307,0,110.0
2025-11-10T02:00,82.7,136.9,657.0,18.7,19.9,80.0,158,76,100.0,,16.1,58,14.6,0.0,0.0,987.8,5.9,308,0,95.0
2025-11-10T03:00,81.7,122.9,633.0,16.7,19.8,79.0,158,76,79.0,,15.6,59,14.1,0.0,0.0,987.4,5.8,306,0,85.0
2025-11-10T04:00,81.5,112.9,639.0,16.5,20.1,77.0,158,76,61.0,,15.0,61,13.5,0.0,0.0,987.2,5.5,289,0,65.0
2025-11-10T05:00,80.1,104.8,747.0,16.7,21.4,82.0,159,75,45.0,,14.2,69,12.9,0.0,0.0,987.6,5.6,272,0,55.0
2025-11-10T06:00,85.7,106.2,1085.0,25.4,23.1,71.0,159,78,41.0,,13.9,70,12.7,0.0,0.0,988.2,5.2,272,0,60.0
2025-11-10T07:00,95.5,114.1,1524.0,37.0,25.6,57.0,159,82,35.0,,14.5,68,13.2,0.0,0.0,989.0,5.8,263,0,65.0
2025-11-10T08:00,94.5,110.1,1745.0,42.5,27.9,58.0,160,82,29.0,,16.4,63,15.4,0.0,0.0,989.9,5.5,259,0,95.0
2025-11-10T09:00,88.9,102.7,1543.0,36.2,30.2,90.0,160,79,23.0,,19.3,52,18.4,0.0,0.0,990.6,4.1,270,0,160.0
2025-11-10T10:00,75.4,86.6,1122.0,23.9,32.4,138.0,161,73,18.0,,22.0,43,21.0,0.0,0.0,990.8,4.0,270,0,270.0
2025-11-10T11:00,51.1,60.3,780.0,14.2,33.4,174.0,161,94,17.0,,24.4,35,23.5,0.0,0.0,990.5,5.4,284,0,840.0
2025-11-10T12:00,44.0,56.1,614.0,8.8,32.2,188.0,162,108,24.0,,26.1,28,24.6,0.0,0.0,989.9,7.2,292,0,1020.0
2025-11-10T13:00,43.5,61.5,526.0,5.9,29.8,190.0,162,110,36.0,,26.7,25,24.8,0.0,0.0,989.0,8.4,290,0,1135.0
2025-11-10T14:00,43.5,68.0,519.0,9.0,28.1,182.0,162,102,46.0,,27.0,24,24.4,0.0,0.0,988.5,8.8,290,2,1210.0
2025-11-10T15:00,44.4,75.2,621.0,22.1,27.8,161.0,162,81,53.0,,26.6,24,24.0,0.0,0.0,988.1,8.8,285,2,1170.0
2025-11-10T16:00,48.3,79.6,804.0,41.2,28.2,129.0,163,65,58.0,,25.7,26,23.2,0.0,0.0,988.0,8.1,282,2,1030.0
2025-11-10T17:00,90.6,121.5,983.0,64.6,31.2,89.0,163,80,59.0,,23.4,35,21.9,0.0,0.0,988.1,4.7,279,1,175.0
2025-11-10T18:00,107.8,142.5,1152.0,72.7,34.5,72.0,164,87,64.0,,22.3,38,20.9,0.0,0.0,988.6,4.6,288,0,115.0
2025-11-10T19:00,120.6,159.3,1318.0,83.4,38.8,48.0,165,92,71.0,,21.3,43,20.3,0.0,0.0,989.0,4.0,302,0,85.0
2025-11-10T20:00,126.2,168.6,1413.0,89.0,40.8,32.0,166,94,79.0,,20.5,45,19.6,0.0,0.0,989.3,3.2,317,1,65.0
2025-11-10T21:00,125.7,172.8,1403.0,85.6,38.5,29.0,167,94,88.0,,19.9,47,18.9,0.0,0.0,989.6,3.3,331,1,60.0
2025-11-10T22:00,122.5,174.2,1324.0,77.0,33.9,33.0,168,93,96.0,,19.4,47,18.2,0.0,0.0,989.5,3.8,329,3,60.0
2025-11-10T23:00,116.6,171.8,1214.0,66.8,29.5,39.0,170,91,102.0,,19.0,50,18.0,0.0,0.0,989.7,3.2,308,3,55.0
2025-11-11T00:00,109.9,167.2,1058.0,54.6,26.0,46.0,170,88,103.0,,17.5,53,16.4,0.0,0.0,989.3,3.3,299,0,55.0
2025-11-11T01:00,105.7,162.1,872.0,40.8,22.8,56.0,171,86,102.0,,16.4,57,15.2,0.0,0.0,989.1,3.8,278,0,40.0
2025-11-11T02:00,103.6,156.0,743.0,30.5,20.5,62.0,172,85,96.0,,15.4,59,13.9,0.0,0.0,988.8,5.5,297,0,50.0
2025-11-11T03:00,102.2,148.1,684.0,25.7,19.3,63.0,172,85,84.0,,14.6,62,13.1,0.0,0.0,988.6,5.3,288,0,55.0
2025-11-11T04:00,101.0,138.8,683.0,24.3,19.1,62.0,173,84,69.0,,14.1,63,12.6,0.0,0.0,988.6,5.4,268,0,50.0
2025-11-11T05:00,105.2,143.4,788.0,26.7,19.9,60.0,174,86,71.0,,13.7,70,12.4,0.0,0.0,988.8,5.8,272,0,60.0
2025-11-11T06:00,107.3,137.8,1124.0,32.4,21.6,56.0,174,87,61.0,,13.7,70,12.3,0.0,0.0,989.3,5.9,272,0,60.0
2025-11-11T07:00,112.9,137.4,1565.0,39.8,24.1,53.0,175,89,46.0,,14.2,67,12.7,0.0,0.0,990.0,6.8,270,0,65.0
2025-11-11T08:00,109.0,127.6,1786.0,42.3,26.5,62.0,176,88,34.0,,16.4,61,15.0,0.0,0.0,990.8,7.0,267,0,95.0
2025-11-11T09:00,103.8,118.7,1576.0,35.2,29.0,96.0,176,86,25.0,,19.3,51,18.3,0.0,0.0,991.6,4.9,268,0,150.0
2025-11-11T10:00,90.6,103.8,1145.0,23.3,31.3,143.0,176,80,19.0,,22.2,42,21.0,0.0,0.0,991.7,5.2,276,0,275.0
2025-11-11T11:00,66.1,77.5,795.0,13.9,32.2,177.0,177,97,21.0,,24.8,34,23.6,0.0,0.0,991.3,7.1,286,0,845.0
2025-11-11T12:00,56.0,72.6,632.0,8.9,30.4,189.0,177,109,37.0,,26.4,28,24.7,0.0,0.0,990.8,9.2,301,0,1035.0
2025-11-11T13:00,53.1,80.8,549.0,6.4,27.2,189.0,178,109,61.0,,27.1,25,24.9,0.0,0.0,989.9,9.9,303,0,1150.0
2025-11-11T14:00,52.0,95.9,534.0,8.7,24.6,179.0,178,99,84.0,,27.4,23,24.5,0.0,0.0,989.1,10.3,299,0,1220.0
2025-11-11T15:00,52.4,114.1,610.0,19.6,23.6,156.0,178,78,103.0,,27.0,24,24.1,0.0,0.0,988.8,10.6,294,0,1175.0
2025-11-11T16:00,56.2,124.8,752.0,35.3,23.4,125.0,178,63,120.0,,26.0,27,23.4,0.0,0.0,988.6,9.4,293,0,1015.0
2025-11-11T17:00,85.2,142.0,874.0,48.5,24.1,96.0,179,78,108.0,,23.8,32,21.9,0.0,0.0,988.8,6.0,287,0,335.0
2025-11-11T18:00,91.3,153.2,953.0,47.0,24.2,89.0,179,81,120.0,,22.6,37,21.0,0.0,0.0,989.3,6.0,286,0,205.0
2025-11-11T19:00,94.5,164.8,1012.0,44.8,24.2,80.0,178,82,136.0,,21.4,42,19.9,0.0,0.0,989.8,6.8,281,0,160.0
2025-11-11T20:00,97.3,175.1,1030.0,41.8,24.0,73.0,177,83,145.0,,20.4,47,19.0,0.0,0.0,990.2,6.7,278,0,120.0
2025-11-11T21:00,101.5,180.2,988.0,37.6,23.4,72.0,176,85,143.0,,19.7,49,18.3,0.0,0.0,990.3,6.9,279,0,120.0
2025-11-11T22:00,105.2,180.2,906.0,32.6,22.5,73.0,176,86,135.0,,19.1,49,17.5,0.0,0.0,990.5,7.5,287,0,140.0
2025-11-11T23:00,106.9,173.2,824.0,27.8,21.7,75.0,175,87,123.0,,18.8,52,17.3,0.0,0.0,990.6,7.7,307,0,170.0
2025-11-12T00:00,107.1,163.0,742.0,23.2,21.1,77.0,175,87,106.0,,17.8,54,16.3,0.0,0.0,990.2,7.1,319,0,155.0
2025-11-12T01:00,107.1,152.7,659.0,18.9,20.6,79.0,175,87,86.0,,17.0,56,15.6,0.0,0.0,989.7,6.4,315,0,130.0
2025-11-12T02:00,106.9,145.3,614.0,15.8,20.3,80.0,175,87,71.0,,16.4,58,15.0,0.0,0.0,989.5,6.1,313,0,115.0
2025-11-12T03:00,106.6,141.1,608.0,14.1,20.2,80.0,175,87,64.0,,15.8,60,14.4,0.0,0.0,989.3,5.8,286,0,90.0
2025-11-12T04:00,105.9,138.8,640.0,13.7,20.4,80.0,175,86,61.0,,15.2,62,13.7,0.0,0.0,989.1,6.5,268,0,80.0
2025-11-12T05:00,100.8,131.3,748.0,14.1,21.6,85.0,175,84,56.0,,14.3,69,12.9,0.0,0.0,989.7,7.2,270,0,80.0
2025-11-12T06:00,105.5,132.7,1031.0,22.0,23.0,75.0,175,86,50.0,,14.0,70,12.5,0.0,0.0,989.9,7.6,270,0,90.0
2025-11-12T07:00,111.8,136.9,1391.0,32.6,25.1,62.0,175,89,43.0,,14.4,68,12.7,0.0,0.0,990.7,8.7,266,0,100.0
2025-11-12T08:00,111.8,131.8,1571.0,38.0,27.2,63.0,175,89,37.0,,16.3,62,14.8,0.0,0.0,991.4,7.8,265,0,130.0
2025-11-12T09:00,107.8,128.1,1407.0,33.2,29.6,92.0,175,87,34.0,,19.2,52,18.0,0.0,0.0,992.1,6.7,273,0,200.0
2025-11-12T10:00,96.2,115.9,1063.0,23.2,32.0,136.0,175,82,33.0,,22.2,43,20.9,0.0,0.0,992.4,7.1,279,0,350.0
2025-11-12T11:00,86.8,106.6,775.0,15.0,32.9,167.0,175,87,37.0,,24.9,36,23.4,0.0,0.0,992.2,9.6,284,0,975.0
2025-11-12T12:00,77.1,100.8,618.0,9.7,31.0,176.0,176,96,48.0,,26.6,29,24.6,0.0,0.0,991.7,11.8,293,0,1175.0
2025-11-12T13:00,68.9,99.7,516.0,6.2,27.6,174.0,177,94,63.0,,27.3,26,24.7,0.0,0.0,991.0,12.8,299,0,1260.0
2025-11-12T14:00,62.9,102.7,482.0,7.7,25.0,164.0,177,84,76.0,,27.5,24,24.4,0.0,0.0,990.3,12.8,299,0,1315.0
2025-11-12T15:00,61.0,108.5,548.0,18.2,24.2,144.0,177,72,84.0,,27.1,25,24.1,0.0,0.0,990.0,12.3,300,0,1265.0
2025-11-12T16:00,64.5,114.6,680.0,33.8,24.3,116.0,178,67,90.0,,26.2,26,23.5,0.0,0.0,989.9,10.7,299,0,1155.0
2025-11-12T17:00,102.4,141.1,796.0,49.5,26.7,86.0,178,85,73.0,,23.9,35,22.2,0.0,0.0,990.0,6.3,294,0,410.0
2025-11-12T18:00,107.6,148.1,866.0,50.1,27.3,79.0,178,87,78.0,,22.8,39,21.4,0.0,0.0,990.3,5.6,301,0,255.0
2025-11-12T19:00,111.3,155.5,919.0,50.9,28.0,68.0,179,89,84.0,,21.7,43,20.6,0.0,0.0,990.8,5.4,307,0,175.0
2025-11-12T20:00,115.3,163.0,953.0,50.4,28.4,61.0,179,90,89.0,,20.8,47,19.8,0.0,0.0,991.3,5.1,309,0,135.0
2025-11-12T21:00,120.1,170.0,961.0,48.2,28.1,59.0,180,92,92.0,,20.2,51,19.4,0.0,0.0,991.4,4.2,306,0,95.0
2025-11-12T22:00,124.8,175.6,950.0,44.7,27.3,59.0,181,94,93.0,,19.4,53,18.6,0.0,0.0,991.5,4.2,290,0,55.0
2025-11-12T23:00,126.7,175.1,944.0,40.2,26.4,61.0,181,95,90.0,,19.1,54,18.4,0.0,0.0,991.8,3.6,264,0,50.0
2025-11-13T00:00,126.2,170.0,954.0,33.8,25.2,65.0,182,94,81.0,,17.3,59,16.2,0.0,0.0,991.5,5.8,277,0,55.0
2025-11-13T01:00,125.3,162.5,968.0,26.4,23.9,70.0,182,94,69.0,,16.2,64,15.2,0.0,0.0,991.3,5.6,285,0,65.0
2025-11-13T02:00,123.9,154.6,975.0,21.0,23.0,74.0,183,94,57.0,,15.4,69,14.5,0.0,0.0,990.9,5.4,276,0,65.0
2025-11-13T03:00,122.0,147.6,936.0,18.4,22.6,75.0,183,93,48.0,,14.7,72,13.9,0.0,0.0,990.7,5.1,274,0,55.0
2025-11-13T04:00,121.5,143.0,889.0,17.8,22.7,74.0,184,93,40.0,,14.3,75,13.4,0.0,0.0,990.3,5.4,272,0,60.0
2025-11-13T05:00,119.7,137.8,938.0,18.4,23.8,76.0,184,92,33.0,,13.7,80,12.9,0.0,0.0,991.0,6.2,278,0,75.0
2025-11-13T06:00,124.3,139.7,1213.0,25.6,25.2,67.0,185,94,29.0,,13.2,81,12.4,0.0,0.0,991.5,5.5,279,0,75.0
2025-11-13T07:00,132.2,146.2,1584.0,35.1,27.3,57.0,185,97,25.0,,13.8,76,12.7,0.0,0.0,992.4,6.5,275,0,80.0
2025-11-13T08:00,130.9,142.5,1762.0,39.8,29.8,61.0,186,96,21.0,,15.7,68,14.7,0.0,0.0,993.4,6.3,268,0,110.0
2025-11-13T09:00,127.6,137.8,1565.0,35.1,33.2,95.0,187,95,19.0,,18.3,57,17.5,0.0,0.0,994.1,4.9,278,0,170.0
2025-11-13T10:00,116.2,126.7,1174.0,25.6,37.0,143.0,187,90,18.0,,21.2,47,20.3,0.0,0.0,994.2,4.9,278,0,290.0
2025-11-13T11:00,97.6,108.3,850.0,17.5,38.9,179.0,188,99,20.0,,23.8,37,22.5,0.0,0.0,994.1,8.1,288,0,890.0
2025-11-13T12:00,87.8,100.8,674.0,11.3,37.4,192.0,188,112,26.0,,25.2,33,23.7,0.0,0.0,993.5,9.4,296,0,1005.0
2025-11-13T13:00,79.4,96.6,563.0,6.6,34.0,192.0,188,112,34.0,,25.9,28,23.9,0.0,0.0,992.6,9.5,297,0,1140.0
2025-11-13T14:00,74.5,96.9,533.0,8.6,31.4,182.0,189,102,42.0,,26.3,26,23.6,0.0,0.0,991.6,9.7,299,0,1210.0
2025-11-13T15:00,72.4,99.7,623.0,23.0,30.8,158.0,189,79,47.0,,26.0,26,23.2,0.0,0.0,991.2,9.9,297,0,1185.0
2025-11-13T16:00,76.1,102.9,793.0,44.1,31.0,124.0,189,73,51.0,,25.1,29,22.7,0.0,0.0,991.0,8.9,294,0,1025.0
2025-11-13T17:00,100.8,126.7,937.0,57.5,31.1,102.0,190,84,48.0,,22.5,38,20.9,0.0,0.0,991.2,5.5,289,0,245.0
2025-11-13T18:00,106.6,134.6,1024.0,56.7,30.9,93.0,190,87,53.0,,21.5,40,19.9,0.0,0.0,991.7,6.2,285,0,195.0
2025-11-13T19:00,107.1,138.3,1085.0,55.3,30.7,80.0,190,87,59.0,,20.4,44,18.9,0.0,0.0,992.0,6.5,289,0,155.0
2025-11-13T20:00,107.6,141.6,1106.0,52.7,29.9,71.0,189,87,63.0,,19.3,48,17.8,0.0,0.0,992.4,6.5,284,0,115.0
2025-11-13T21:00,109.4,143.9,1070.0,48.2,28.4,68.0,189,88,63.0,,18.6,50,17.1,0.0,0.0,992.4,6.7,275,0,95.0
2025-11-13T22:00,110.1,143.0,995.0,42.4,26.4,68.0,189,88,60.0,,17.9,52,16.4,0.0,0.0,992.2,6.5,278,0,90.0
2025-11-13T23:00,108.0,137.8,918.0,36.5,24.4,69.0,189,87,55.0,,17.6,55,16.1,0.0,0.0,992.4,6.7,284,0,110.0
2025-11-14T00:00,104.8,130.4,840.0,30.1,22.5,71.0,188,86,48.0,,16.7,57,15.2,0.0,0.0,991.8,6.7,294,0,115.0
2025-11-14T01:00,101.0,122.0,761.0,23.6,20.7,74.0,187,84,39.0,,15.7,61,14.4,0.0,0.0,991.4,5.7,298,0,100.0
2025-11-14T02:00,97.3,114.1,711.0,19.0,19.4,75.0,187,83,31.0,,15.0,64,13.8,0.0,0.0,991.1,5.4,291,0,85.0
2025-11-14T03:00,94.1,107.3,680.0,16.8,18.5,72.0,186,82,25.0,,14.5,66,13.2,0.0,0.0,990.9,5.5,281,0,75.0
2025-11-14T04:00,91.7,102.4,680.0,16.6,18.1,68.0,185,81,21.0,,13.9,68,12.5,0.0,0.0,990.7,5.8,275,0,75.0
2025-11-14T05:00,98.5,107.1,776.0,20.7,19.5,61.0,184,83,16.0,,13.5,74,12.4,0.0,0.0,991.5,6.0,279,0,75.0
2025-11-14T06:00,101.0,107.6,1090.0,27.4,21.2,52.0,183,84,13.0,,13.3,75,12.2,0.0,0.0,991.9,5.6,270,0,70.0
2025-11-14T07:00,107.1,112.0,1499.0,36.3,23.6,42.0,183,87,9.0,,13.7,74,12.4,0.0,0.0,992.7,6.7,261,0,70.0
2025-11-14T08:00,105.9,109.4,1706.0,40.3,26.1,45.0,182,86,6.0,,15.6,67,14.5,0.0,0.0,993.5,6.2,260,0,100.0
2025-11-14T09:00,100.8,104.5,1519.0,34.9,29.1,76.0,181,84,6.0,,18.4,56,17.5,0.0,0.0,994.1,4.9,266,0,160.0
2025-11-14T10:00,88.2,92.7,1129.0,24.7,32.2,121.0,180,79,8.0,,21.1,46,20.0,0.0,0.0,994.0,5.2,274,0,275.0
2025-11-14T11:00,68.2,73.6,809.0,16.3,33.9,156.0,180,78,10.0,,23.5,37,22.3,0.0,0.0,994.0,7.0,282,0,765.0
2025-11-14T12:00,50.9,57.2,652.0,10.2,32.9,175.0,179,95,12.0,,25.1,29,23.2,0.0,0.0,993.0,8.6,290,0,1080.0
2025-11-14T13:00,45.3,52.9,564.0,5.9,30.5,184.0,178,104,15.0,,25.7,28,23.5,0.0,0.0,992.1,9.4,294,0,1160.0
2025-11-14T14:00,42.6,51.8,543.0,8.6,29.0,181.0,177,101,18.0,,26.0,26,23.4,0.0,0.0,991.4,9.5,295,0,1250.0
2025-11-14T15:00,41.8,53.2,612.0,23.8,29.4,160.0,176,80,20.0,,25.8,24,22.9,0.0,0.0,991.0,9.7,295,0,1245.0
2025-11-14T16:00,46.0,57.3,746.0,46.0,30.7,127.0,175,64,22.0,,24.9,27,22.3,0.0,0.0,990.9,8.9,295,0,1095.0
2025-11-14T17:00,85.9,95.7,869.0,65.8,32.2,89.0,174,78,18.0,,22.6,35,20.9,0.0,0.0,991.0,5.2,292,0,275.0
2025-11-14T18:00,99.0,109.2,964.0,70.1,34.0,75.0,173,84,18.0,,21.9,38,20.3,0.0,0.0,991.1,5.4,291,0,185.0
2025-11-14T19:00,107.1,117.3,1048.0,75.7,36.2,57.0,173,87,19.0,,20.8,42,19.3,0.0,0.0,991.7,5.6,285,0,130.0
2025-11-14T20:00,108.5,119.0,1090.0,76.6,36.8,44.0,173,87,19.0,,19.6,46,18.2,0.0,0.0,992.2,5.6,276,0,100.0
2025-11-14T21:00,105.9,116.4,1074.0,69.1,34.2,44.0,173,86,19.0,,18.8,50,17.4,0.0,0.0,992.2,5.6,270,0,85.0
2025-11-14T22:00,101.5,112.0,1016.0,56.9,29.8,49.0,173,85,19.0,,18.1,52,16.7,0.0,0.0,992.0,5.6,272,0,85.0
2025-11-14T23:00,96.6,107.1,942.0,45.6,26.0,55.0,173,83,19.0,,17.5,57,16.3,0.0,0.0,992.1,5.8,286,0,105.0
2025-11-15T00:00,93.4,103.1,838.0,36.3,23.5,59.0,173,81,18.0,,16.9,56,15.5,0.0,0.0,991.7,6.0,307,0,110.0
2025-11-15T01:00,91.7,100.6,718.0,27.9,21.5,62.0,172,81,16.0,,15.9,59,14.5,0.0,0.0,991.5,5.6,310,0,100.0
2025-11-15T02:00,91.3,99.0,642.0,22.0,20.2,63.0,172,81,14.0,,15.2,62,13.8,0.0,0.0,991.4,5.4,307,0,85.0
2025-11-15T03:00,91.3,98.0,612.0,19.3,19.6,61.0,172,81,13.0,,14.4,65,13.1,0.0,0.0,991.1,5.2,292,0,65.0
