time,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,european_aqi,dust,ammonia,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,surface_pressure,wind_speed_10m,wind_direction_10m,weather_code,boundary_layer_height
2025-10-01T00:00,41.6,79.2,1012.0,42.7,27.4,38.0,120,55,78.0,,28.8,72,33.4,0.0,0.0,979.2,7.0,212,2,40.0
2025-10-01T01:00,41.3,70.8,805.0,43.3,26.3,35.0,119,55,61.0,,28.5,73,33.0,0.0,0.0,978.5,6.5,231,3,45.0
2025-10-01T02:00,41.2,66.1,640.0,44.0,25.5,31.0,118,55,48.0,,28.0,74,32.5,0.0,0.0,977.7,6.6,253,0,30.0
2025-10-01T03:00,41.0,62.4,557.0,45.6,24.7,25.0,117,55,42.0,,27.5,76,31.9,0.0,0.0,977.7,7.0,249,0,25.0
2025-10-01T04:00,41.9,62.6,515.0,47.3,24.1,19.0,118,55,40.0,,27.1,78,31.7,0.0,0.0,977.7,5.5,253,0,45.0
2025-10-01T05:00,33.4,51.1,518.0,27.4,19.1,44.0,119,51,34.0,,24.6,93,29.2,0.0,0.0,979.3,7.7,3,3,45.0
2025-10-01T06:00,35.3,47.6,606.0,28.9,22.6,47.0,118,52,25.0,,24.5,91,29.5,0.0,0.0,979.5,3.2,43,0,40.0
2025-10-01T07:00,36.4,43.9,740.0,30.6,27.7,53.0,118,52,14.0,,25.3,88,30.7,0.0,0.0,980.0,1.4,113,0,95.0
2025-10-01T08:00,34.5,38.6,807.0,30.5,32.8,65.0,118,51,8.0,,27.0,81,32.5,0.0,0.0,980.8,1.0,31,0,335.0
2025-10-01T09:00,33.4,44.1,734.0,26.7,38.3,87.0,118,51,14.0,,28.5,72,33.6,0.0,0.0,981.2,2.2,346,1,600.0
2025-10-01T10:00,33.8,49.7,593.0,20.9,43.9,115.0,118,55,26.0,,29.9,65,34.8,0.0,0.0,981.1,1.9,343,0,755.0
2025-10-01T11:00,36.8,55.8,490.0,16.1,47.0,141.0,118,71,37.0,,30.7,63,36.6,0.0,0.0,980.6,3.1,320,1,880.0
2025-10-01T12:00,40.7,65.2,467.0,12.8,45.8,165.0,118,85,46.0,,32.1,58,38.4,0.1,0.1,980.1,1.7,342,51,970.0
2025-10-01T13:00,45.8,74.5,481.0,10.5,42.1,188.0,118,108,54.0,,32.7,53,38.6,0.1,0.1,979.3,0.3,135,51,1015.0
2025-10-01T14:00,47.1,78.2,510.0,9.8,39.0,202.0,118,122,61.0,,33.5,49,38.1,0.0,0.0,978.1,1.2,63,1,1105.0
2025-10-01T15:00,48.9,85.9,553.0,11.3,37.8,204.0,119,124,68.0,,28.5,75,32.3,2.6,2.6,978.1,13.7,141,63,1050.0
2025-10-01T16:00,50.5,92.0,611.0,14.4,37.3,198.0,119,118,73.0,,27.9,76,33.2,0.0,0.0,978.0,2.2,132,1,985.0
2025-10-01T17:00,50.3,74.3,664.0,18.2,34.1,174.0,143,94,47.0,,27.8,74,32.6,0.0,0.0,977.9,3.8,329,1,285.0
2025-10-01T18:00,57.5,78.2,697.0,27.4,38.1,150.0,159,75,44.0,,28.2,74,33.4,0.0,0.0,978.2,1.9,202,1,85.0
2025-10-01T19:00,65.0,85.4,725.0,40.3,43.7,117.0,164,68,40.0,,28.2,77,33.4,0.0,0.0,979.0,4.3,156,0,75.0
2025-10-01T20:00,74.3,93.6,776.0,50.9,47.9,88.0,160,72,38.0,,28.0,79,33.7,0.0,0.0,980.3,2.7,238,0,85.0
2025-10-01T21:00,80.3,101.5,886.0,57.3,49.6,68.0,147,75,40.0,,27.9,80,33.8,0.0,0.0,980.9,2.3,176,0,100.0
2025-10-01T22:00,82.0,105.9,1019.0,61.4,49.9,53.0,126,76,45.0,,27.7,79,32.6,0.0,0.0,981.1,6.3,156,0,105.0
2025-10-01T23:00,80.1,104.3,1090.0,63.2,49.2,41.0,130,75,47.0,,26.4,83,30.8,0.0,0.0,981.3,8.5,174,0,115.0
2025-10-02T00:00,75.7,98.7,1052.0,61.5,47.2,34.0,133,73,45.0,,26.6,83,31.3,0.0,0.0,980.7,8.0,203,0,120.0
2025-10-02T01:00,70.1,92.0,953.0,57.4,44.3,32.0,137,70,42.0,,26.5,82,31.3,0.0,0.0,980.3,5.6,209,0,120.0
2025-10-02T02:00,64.3,83.8,851.0,54.7,42.1,29.0,140,67,38.0,,26.3,84,31.5,0.0,0.0,980.3,3.3,186,0,100.0
2025-10-02T03:00,60.1,76.8,740.0,55.6,40.8,23.0,142,65,35.0,,26.2,85,31.6,0.0,0.0,980.5,2.3,151,0,85.0
2025-10-02T04:00,57.7,73.3,627.0,57.7,40.3,16.0,144,64,32.0,,25.3,85,29.3,0.1,0.1,981.4,9.1,129,51,25.0
2025-10-02T05:00,35.2,43.4,587.0,22.6,20.6,68.0,146,52,16.0,,24.4,90,29.3,0.0,0.0,981.1,2.6,309,1,25.0
2025-10-02T06:00,31.8,40.0,701.0,25.1,24.6,70.0,146,50,16.0,,25.1,87,30.1,0.0,0.0,982.2,2.4,132,0,35.0
2025-10-02T07:00,34.0,42.1,889.0,28.4,30.3,73.0,146,51,16.0,,26.4,80,31.3,0.0,0.0,983.1,2.2,99,0,95.0
2025-10-02T08:00,36.7,45.9,986.0,29.1,35.4,86.0,146,52,18.0,,28.7,70,33.2,0.0,0.0,984.0,4.5,16,0,225.0
2025-10-02T09:00,39.9,58.2,900.0,24.8,39.9,115.0,146,55,22.0,,30.3,63,34.9,0.0,0.0,984.3,4.1,41,0,495.0
2025-10-02T10:00,42.8,62.2,724.0,18.0,43.9,152.0,147,76,28.0,,31.7,56,36.1,0.0,0.0,984.3,5.8,74,0,860.0
2025-10-02T11:00,40.4,57.9,572.0,12.4,45.6,185.0,147,105,34.0,,31.1,56,35.6,0.0,0.0,984.3,6.4,108,2,1080.0
2025-10-02T12:00,39.0,57.2,478.0,9.3,43.5,209.0,148,129,39.0,,32.4,51,36.4,0.0,0.0,984.1,8.5,95,1,1170.0
2025-10-02T13:00,39.3,59.6,409.0,7.6,39.1,229.0,148,149,43.0,,32.3,52,36.3,0.2,0.2,983.7,7.2,86,51,1145.0
2025-10-02T14:00,40.4,63.6,382.0,7.5,35.6,238.0,147,158,46.0,,31.6,55,35.2,0.3,0.3,982.9,7.4,93,51,800.0
2025-10-02T15:00,41.2,64.7,420.0,9.5,34.3,234.0,146,154,46.0,,31.9,54,35.6,0.0,0.0,982.4,5.4,120,1,555.0
2025-10-02T16:00,41.8,65.2,500.0,13.2,33.8,220.0,168,140,44.0,,31.5,50,34.1,0.3,0.3,982.4,8.3,132,51,510.0
2025-10-02T17:00,60.3,81.7,574.0,20.3,31.4,162.0,190,82,41.0,,28.8,73,33.6,0.1,0.1,982.5,6.2,165,51,505.0
2025-10-02T18:00,57.5,70.3,629.0,23.1,31.3,142.0,197,71,32.0,,28.0,72,32.0,0.0,0.0,983.3,8.1,155,1,95.0
2025-10-02T19:00,53.2,61.2,678.0,26.9,31.1,115.0,196,62,19.0,,27.7,73,32.3,0.0,0.0,984.1,3.6,131,3,190.0
2025-10-02T20:00,51.3,56.1,707.0,29.6,30.6,94.0,184,61,9.0,,27.8,73,32.4,0.0,0.0,984.8,4.3,92,3,230.0
2025-10-02T21:00,48.2,50.9,703.0,30.3,29.8,85.0,166,59,3.0,,27.7,75,32.1,0.0,0.0,985.8,6.5,92,2,230.0
2025-10-02T22:00,45.1,46.4,680.0,29.8,28.7,81.0,141,57,0.0,,27.3,79,31.8,0.0,0.0,986.1,7.5,105,3,245.0
2025-10-02T23:00,42.3,43.0,662.0,28.8,27.4,78.0,135,56,1.0,,27.2,87,32.6,0.0,0.0,986.3,8.0,106,0,235.0
2025-10-03T00:00,39.6,40.0,659.0,27.1,25.6,75.0,131,54,8.0,,26.5,91,32.4,0.0,0.0,986.4,4.8,119,3,245.0
2025-10-03T01:00,38.1,48.4,662.0,24.9,23.5,73.0,127,53,18.0,,26.4,90,32.1,0.0,0.0,985.7,5.3,80,1,245.0
2025-10-03T02:00,36.8,49.7,667.0,23.4,21.7,70.0,124,52,25.0,,25.9,93,31.6,0.0,0.0,985.5,5.5,71,1,255.0
2025-10-03T03:00,36.3,49.6,669.0,23.0,20.2,63.0,121,52,27.0,,25.4,94,30.5,0.0,0.0,985.5,7.6,76,0,195.0
2025-10-03T04:00,35.2,49.6,673.0,23.3,19.0,55.0,118,52,26.0,,25.0,94,30.2,0.0,0.0,985.3,5.7,79,0,215.0
2025-10-03T05:00,32.7,45.8,691.0,24.6,18.4,47.0,116,50,25.0,,25.0,94,30.1,0.0,0.0,985.6,6.3,93,0,215.0
2025-10-03T06:00,33.1,48.8,752.0,25.8,21.5,51.0,116,50,24.0,,25.1,94,30.4,0.0,0.0,985.9,4.7,81,0,195.0
2025-10-03T07:00,33.8,46.2,827.0,27.4,25.9,58.0,116,51,22.0,,25.8,89,31.1,0.0,0.0,986.6,4.3,92,0,270.0
2025-10-03T08:00,31.5,42.4,841.0,27.0,29.6,73.0,116,49,21.0,,27.4,79,32.4,0.0,0.0,987.3,4.9,88,1,400.0
2025-10-03T09:00,29.1,39.7,736.0,23.1,32.5,102.0,115,48,22.0,,29.1,68,33.5,0.0,0.0,987.6,5.2,78,1,635.0
2025-10-03T10:00,28.3,39.9,570.0,17.3,34.7,139.0,114,70,23.0,,30.5,60,34.6,0.0,0.0,987.8,5.6,73,3,860.0
2025-10-03T11:00,29.2,42.1,444.0,12.5,35.3,169.0,113,89,25.0,,31.1,56,35.5,0.0,0.0,987.9,6.0,93,2,1025.0
2025-10-03T12:00,29.6,44.1,400.0,9.5,32.8,186.0,112,106,26.0,,32.5,52,37.1,0.0,0.0,987.2,5.3,102,2,805.0
2025-10-03T13:00,29.9,45.4,395.0,7.6,28.6,194.0,111,114,27.0,,33.2,49,37.7,0.0,0.0,986.2,4.7,97,2,1090.0
2025-10-03T14:00,29.7,44.0,404.0,7.4,25.6,197.0,110,117,28.0,,33.6,48,37.3,0.0,0.0,985.1,5.2,78,1,1110.0
2025-10-03T15:00,29.8,42.1,425.0,8.9,25.0,194.0,109,114,30.0,,33.5,47,36.8,0.0,0.0,984.3,6.8,72,1,1190.0
2025-10-03T16:00,30.4,43.1,461.0,12.0,25.7,184.0,133,104,32.0,,32.5,50,35.5,0.0,0.0,983.9,8.2,71,1,220.0
2025-10-03T17:00,28.6,49.6,491.0,17.5,21.3,134.0,155,67,41.0,,31.6,55,35.4,0.0,0.0,983.8,4.9,28,1,200.0
2025-10-03T18:00,31.7,48.5,493.0,25.4,22.2,111.0,160,51,34.0,,31.1,57,35.1,0.0,0.0,984.6,4.8,45,0,95.0
2025-10-03T19:00,37.1,50.3,489.0,36.6,23.4,79.0,156,53,24.0,,30.8,59,34.9,0.0,0.0,985.0,4.7,43,0,70.0
2025-10-03T20:00,42.0,51.5,529.0,47.7,25.0,51.0,139,55,18.0,,30.3,63,34.6,0.0,0.0,985.9,4.8,53,3,55.0
2025-10-03T21:00,49.2,58.2,654.0,59.1,27.3,33.0,110,60,18.0,,29.5,67,34.2,0.0,0.0,986.2,4.1,61,0,45.0
2025-10-03T22:00,57.7,68.9,822.0,70.4,30.0,19.0,98,65,22.0,,28.8,73,34.1,0.0,0.0,986.3,2.4,73,3,35.0
2025-10-03T23:00,65.0,80.1,960.0,76.4,31.3,11.0,99,68,28.0,,29.0,74,34.6,0.0,0.0,985.6,2.8,45,3,30.0
2025-10-04T00:00,68.5,87.8,1030.0,74.1,30.3,11.0,101,69,36.0,,29.0,74,34.5,0.0,0.0,985.6,3.4,47,3,25.0
2025-10-04T01:00,65.7,89.2,1069.0,66.5,28.0,17.0,104,68,46.0,,28.0,78,32.9,0.1,0.1,985.5,7.1,135,51,25.0
2025-10-04T02:00,61.7,90.6,1114.0,58.3,26.0,24.0,107,66,55.0,,27.0,83,32.4,0.0,0.0,985.3,3.7,169,3,25.0
2025-10-04T03:00,59.6,91.5,1195.0,50.0,24.6,31.0,110,65,62.0,,26.5,85,31.9,0.0,0.0,985.1,3.2,177,3,15.0
2025-10-04T04:00,59.5,93.6,1281.0,41.1,23.5,39.0,112,65,67.0,,26.3,86,31.9,0.0,0.0,985.0,2.0,270,3,25.0
2025-10-04T05:00,65.7,86.4,1316.0,63.9,22.5,4.0,115,68,38.0,,26.8,83,32.2,0.0,0.0,985.1,2.8,325,3,35.0
2025-10-04T06:00,66.4,88.2,1276.0,57.6,23.9,23.0,118,68,47.0,,27.0,81,32.2,0.0,0.0,985.7,3.0,303,0,50.0
2025-10-04T07:00,69.2,93.4,1185.0,48.5,25.8,50.0,122,70,60.0,,27.6,76,32.6,0.0,0.0,985.9,3.1,301,0,95.0
2025-10-04T08:00,61.0,98.7,1053.0,38.7,27.3,79.0,125,66,73.0,,29.5,64,33.7,0.0,0.0,986.3,3.7,299,0,270.0
2025-10-04T09:00,53.0,86.1,848.0,27.5,28.7,112.0,128,62,78.0,,31.2,53,34.3,0.0,0.0,986.3,7.0,293,0,650.0
2025-10-04T10:00,51.0,98.3,602.0,15.5,29.7,147.0,131,74,84.0,,32.6,47,35.3,0.0,0.0,985.6,9.0,292,0,870.0
2025-10-04T11:00,50.9,108.7,422.0,6.9,29.0,172.0,133,92,114.0,,33.3,45,36.6,0.0,0.0,985.5,9.5,295,0,1100.0
2025-10-04T12:00,50.6,131.3,361.0,3.6,25.0,181.0,136,101,180.0,,34.2,40,36.8,0.0,0.0,984.2,10.7,305,0,1275.0
2025-10-04T13:00,50.8,176.5,366.0,3.7,19.2,179.0,138,99,271.0,,34.6,38,36.8,0.0,0.0,983.2,11.9,308,0,1280.0
2025-10-04T14:00,53.6,244.9,387.0,5.0,14.9,174.0,140,94,377.0,,34.6,37,35.9,0.0,0.0,982.2,12.2,313,0,1310.0
2025-10-04T15:00,61.9,330.6,410.0,7.3,13.5,166.0,142,116,511.0,,34.3,39,35.6,0.0,0.0,981.3,11.9,311,0,1285.0
2025-10-04T16:00,70.8,407.9,449.0,10.9,13.5,154.0,146,137,661.0,,33.6,42,35.0,0.0,0.0,981.1,12.2,311,0,1175.0
2025-10-04T17:00,65.2,332.5,491.0,17.1,17.6,130.0,150,117,523.0,,32.3,47,34.4,0.0,0.0,980.8,10.4,300,0,255.0
2025-10-04T18:00,72.2,359.5,536.0,21.9,18.3,114.0,151,124,549.0,,31.3,52,34.1,0.0,0.0,981.0,7.5,287,0,70.0
2025-10-04T19:00,77.8,378.1,586.0,28.5,19.2,93.0,152,129,583.0,,30.6,56,33.9,0.0,0.0,981.5,6.5,264,0,50.0
2025-10-04T20:00,81.0,389.3,631.0,33.7,20.0,76.0,153,132,598.0,,30.3,57,33.7,0.0,0.0,982.5,6.1,275,0,45.0
2025-10-04T21:00,82.4,386.5,677.0,36.3,20.7,68.0,155,131,580.0,,30.0,58,33.3,0.0,0.0,983.0,6.4,297,0,45.0
2025-10-04T22:00,82.7,369.7,719.0,37.5,21.3,66.0,156,127,543.0,,29.1,62,32.5,0.0,0.0,983.2,6.5,283,0,45.0
2025-10-04T23:00,81.3,342.7,735.0,37.7,21.6,64.0,156,119,503.0,,28.3,65,31.7,0.0,0.0,983.0,6.5,270,0,45.0
2025-10-05T00:00,78.7,316.6,703.0,36.4,21.2,64.0,157,112,464.0,,27.6,67,31.0,0.0,0.0,982.6,6.7,278,0,45.0
2025-10-05T01:00,75.9,293.4,644.0,34.1,20.5,65.0,157,106,422.0,,27.0,69,30.3,0.0,0.0,981.9,6.8,287,0,45.0
2025-10-05T02:00,73.3,271.9,605.0,32.4,19.8,64.0,157,101,380.0,,26.4,70,29.5,0.0,0.0,981.4,7.0,273,0,50.0
2025-10-05T03:00,70.8,252.4,602.0,32.1,19.3,59.0,158,95,338.0,,25.7,73,28.9,0.0,0.0,981.0,6.5,257,0,60.0
2025-10-05T04:00,68.9,231.9,618.0,32.4,18.8,52.0,158,90,297.0,,25.2,76,28.4,0.0,0.0,981.4,6.3,257,0,80.0
2025-10-05T05:00,63.1,174.6,650.0,28.8,18.9,52.0,158,75,213.0,,25.4,85,29.5,0.0,0.0,981.8,8.3,270,0,115.0
2025-10-05T06:00,62.2,164.8,725.0,29.8,19.8,55.0,158,72,205.0,,25.6,82,29.4,0.0,0.0,982.9,8.4,279,0,175.0
2025-10-05T07:00,63.8,153.7,816.0,30.9,21.0,60.0,158,69,194.0,,26.5,75,30.2,0.0,0.0,983.9,7.2,264,0,295.0
2025-10-05T08:00,61.5,159.3,840.0,29.4,22.1,75.0,158,70,188.0,,28.4,64,31.4,0.0,0.0,984.5,8.9,264,0,435.0
2025-10-05T09:00,60.8,201.2,734.0,22.9,23.0,108.0,158,82,195.0,,30.4,58,33.1,0.0,0.0,984.8,12.5,277,0,660.0
2025-10-05T10:00,60.3,201.6,562.0,13.7,23.7,150.0,158,82,207.0,,31.8,51,34.3,0.1,0.1,985.0,12.6,298,51,920.0
2025-10-05T11:00,58.0,164.8,429.0,7.0,23.6,181.0,159,101,210.0,,31.0,50,33.9,0.0,0.0,985.2,9.7,318,1,1080.0
2025-10-05T12:00,52.2,137.8,381.0,4.5,22.2,191.0,159,111,193.0,,32.2,48,36.0,0.6,0.6,984.4,5.3,325,53,1125.0
2025-10-05T13:00,46.1,118.7,372.0,4.4,20.1,190.0,159,110,166.0,,33.4,42,36.6,0.0,0.0,983.6,5.5,293,1,1145.0
2025-10-05T14:00,41.9,118.3,378.0,5.8,18.4,183.0,159,103,151.0,,33.9,37,35.7,0.0,0.0,982.4,7.0,282,1,1190.0
2025-10-05T15:00,39.0,124.8,376.0,7.8,17.4,172.0,158,92,158.0,,33.7,38,35.2,0.0,0.0,981.6,7.8,265,0,1000.0
2025-10-05T16:00,37.8,131.8,387.0,11.3,16.9,155.0,158,78,176.0,,32.9,41,34.5,0.0,0.0,981.0,8.8,258,0,890.0
2025-10-05T17:00,46.9,194.6,454.0,16.4,18.2,127.0,157,80,289.0,,32.4,44,34.5,0.0,0.0,980.7,7.3,277,0,165.0
2025-10-05T18:00,53.0,201.2,636.0,30.4,21.4,102.0,156,82,285.0,,31.1,50,34.0,0.0,0.0,981.2,4.9,278,0,25.0
2025-10-05T19:00,63.6,206.8,873.0,50.0,25.9,68.0,156,83,282.0,,30.4,57,34.2,0.0,0.0,981.8,3.3,283,0,15.0
2025-10-05T20:00,75.7,224.4,1023.0,66.7,30.8,41.0,155,88,286.0,,29.7,58,33.3,0.0,0.0,982.5,3.4,227,0,20.0
2025-10-05T21:00,88.9,256.1,1018.0,78.2,36.6,27.0,155,96,310.0,,28.9,60,32.3,0.0,0.0,983.1,4.4,218,0,30.0
2025-10-05T22:00,99.4,279.4,926.0,86.7,42.7,20.0,155,103,343.0,,28.0,68,32.3,0.0,0.0,983.5,2.6,214,0,35.0
2025-10-05T23:00,105.0,292.4,805.0,90.5,45.9,16.0,156,106,357.0,,23.7,82,25.6,0.0,0.0,985.4,14.0,223,3,45.0
2025-10-06T00:00,104.3,283.1,643.0,87.9,43.9,16.0,156,103,335.0,,22.6,90,24.7,6.9,6.9,984.8,14.3,329,63,40.0
2025-10-06T01:00,97.6,248.7,452.0,80.6,39.0,19.0,157,94,296.0,,22.8,91,26.4,0.0,0.0,984.9,6.2,253,2,40.0
2025-10-06T02:00,82.9,222.1,326.0,72.1,34.6,23.0,158,87,264.0,,22.8,92,27.0,0.1,0.1,984.7,2.4,17,51,50.0
2025-10-06T03:00,75.0,210.9,305.0,62.1,31.9,27.0,158,84,253.0,,22.9,91,27.4,0.2,0.2,984.4,0.2,270,51,105.0
2025-10-06T04:00,71.0,201.6,349.0,50.8,29.7,33.0,158,82,251.0,,22.8,91,27.0,0.0,0.0,983.7,1.9,73,2,95.0
2025-10-06T05:00,55.8,164.8,427.0,20.8,16.8,55.0,158,72,208.0,,24.2,83,28.4,0.0,0.0,983.6,1.4,130,0,130.0
2025-10-06T06:00,50.5,135.5,556.0,23.9,18.3,58.0,158,64,196.0,,24.3,83,28.6,0.0,0.0,984.5,1.3,352,0,140.0
2025-10-06T07:00,54.4,127.6,719.0,28.0,20.4,62.0,158,62,177.0,,25.0,76,28.9,0.0,0.0,984.7,1.7,72,3,140.0
2025-10-06T08:00,53.2,133.6,836.0,30.0,22.6,70.0,157,64,155.0,,26.1,70,29.4,0.0,0.0,985.3,4.1,157,3,225.0
2025-10-06T09:00,45.4,108.0,872.0,28.0,24.8,84.0,157,57,122.0,,26.1,70,29.5,0.0,0.0,985.7,3.5,192,3,250.0
2025-10-06T10:00,38.1,85.0,863.0,23.8,27.0,102.0,157,53,86.0,,27.0,67,30.2,0.0,0.0,986.0,5.1,228,3,430.0
2025-10-06T11:00,34.1,68.7,830.0,20.2,29.2,120.0,156,60,66.0,,29.2,52,30.9,0.0,0.0,986.4,9.3,209,3,655.0
2025-10-06T12:00,34.6,67.1,763.0,17.7,31.8,139.0,155,70,75.0,,25.5,73,28.9,1.3,1.3,985.7,4.9,274,61,560.0
2025-10-06T13:00,35.3,83.8,674.0,15.7,34.2,157.0,155,79,101.0,,24.8,81,28.3,1.8,1.8,986.0,7.1,285,61,400.0
2025-10-06T14:00,37.8,104.5,616.0,15.0,35.2,167.0,155,87,129.0,,23.5,93,27.5,2.4,2.4,984.9,7.2,295,61,430.0
2025-10-06T15:00,40.7,128.5,601.0,16.1,33.5,163.0,154,83,165.0,,24.5,86,28.2,0.7,0.7,984.4,7.8,296,53,335.0
2025-10-06T16:00,44.2,150.9,617.0,18.5,30.3,150.0,154,75,203.0,,24.3,86,28.2,1.1,1.1,983.7,5.8,64,55,275.0
2025-10-06T17:00,39.9,83.4,688.0,27.8,34.1,113.0,155,54,83.0,,23.6,90,27.1,0.1,0.1,983.5,9.5,65,51,260.0
2025-10-06T18:00,41.2,62.4,879.0,30.9,36.4,100.0,154,55,66.0,,22.7,95,26.3,0.0,0.0,984.2,8.1,65,3,205.0
2025-10-06T19:00,42.5,59.1,1126.0,35.1,39.5,82.0,154,56,43.0,,22.7,94,26.1,0.0,0.0,984.6,8.5,83,3,165.0
2025-10-06T20:00,45.3,58.3,1253.0,38.2,41.0,67.0,153,57,25.0,,22.6,94,26.2,0.0,0.0,985.1,7.5,101,1,150.0
2025-10-06T21:00,44.6,54.2,1163.0,39.5,39.9,57.0,153,57,16.0,,22.4,96,25.9,0.0,0.0,985.3,8.4,115,3,115.0
2025-10-06T22:00,45.5,52.6,954.0,39.6,37.2,51.0,151,57,13.0,,22.3,96,25.7,0.0,0.0,985.5,8.7,124,1,110.0
2025-10-06T23:00,43.5,48.8,748.0,38.3,34.2,47.0,149,56,10.0,,22.6,96,26.6,0.0,0.0,985.6,6.6,99,3,135.0
2025-10-07T00:00,37.8,42.1,563.0,34.5,30.9,47.0,142,53,7.0,,22.7,96,26.6,0.0,0.0,985.3,6.4,115,2,155.0
2025-10-07T01:00,31.9,35.2,380.0,29.3,27.4,50.0,135,50,6.0,,22.1,97,26.6,0.0,0.0,984.9,1.5,83,1,150.0
2025-10-07T02:00,28.6,31.4,267.0,25.7,24.6,52.0,128,48,5.0,,21.7,98,26.0,0.0,0.0,984.7,1.4,50,3,170.0
2025-10-07T03:00,27.1,29.2,268.0,25.0,22.8,49.0,123,47,4.0,,22.1,98,26.1,0.0,0.0,984.5,5.0,92,3,175.0
2025-10-07T04:00,27.2,29.1,338.0,25.8,21.8,45.0,118,47,3.0,,22.3,96,26.1,0.4,0.4,983.9,6.0,136,51,95.0
2025-10-07T05:00,16.9,18.6,407.0,14.6,11.3,72.0,113,41,3.0,,22.1,97,25.8,0.0,0.0,984.0,7.2,155,3,85.0
2025-10-07T06:00,17.4,19.0,467.0,17.3,12.4,71.0,109,41,3.0,,22.0,98,25.6,0.2,0.2,984.4,7.7,152,51,95.0
2025-10-07T07:00,17.9,19.3,527.0,20.9,14.1,69.0,106,42,2.0,,22.5,92,25.8,0.5,0.5,985.7,7.9,197,53,125.0
2025-10-07T08:00,15.9,17.0,544.0,22.6,16.2,71.0,102,41,2.0,,23.1,90,26.2,0.3,0.3,986.0,9.8,160,51,195.0
2025-10-07T09:00,12.9,14.0,483.0,20.4,19.1,80.0,99,36,1.0,,24.3,85,27.8,0.1,0.1,986.3,8.5,153,51,415.0
2025-10-07T10:00,12.1,14.1,379.0,16.3,22.4,92.0,96,36,1.0,,25.6,80,29.1,0.1,0.1,986.6,9.0,154,51,680.0
2025-10-07T11:00,13.6,16.5,301.0,13.3,24.7,102.0,94,42,5.0,,26.9,68,30.2,0.1,0.1,986.4,6.6,163,51,920.0
2025-10-07T12:00,13.6,19.8,254.0,12.1,25.3,109.0,92,49,16.0,,27.5,67,31.6,0.0,0.0,985.7,5.4,174,1,1030.0
2025-10-07T13:00,16.1,30.4,232.0,11.9,24.9,113.0,91,53,30.0,,28.2,65,32.7,0.0,0.0,985.0,4.4,161,0,730.0
2025-10-07T14:00,19.3,40.7,283.0,13.5,24.3,114.0,89,54,41.0,,28.5,63,32.2,0.0,0.0,984.2,6.4,162,3,810.0
2025-10-07T15:00,21.8,48.9,459.0,17.5,23.6,110.0,88,50,45.0,,26.3,71,29.1,0.8,0.8,983.7,9.6,98,53,590.0
2025-10-07T16:00,26.1,51.8,707.0,23.3,22.7,103.0,86,46,45.0,,25.7,74,29.2,0.0,0.0,983.7,5.5,161,2,260.0
2025-10-07T17:00,27.8,50.3,918.0,27.1,24.8,109.0,85,49,42.0,,22.3,83,24.7,2.5,2.5,984.9,6.9,307,63,225.0
2025-10-07T18:00,35.2,56.7,1068.0,33.4,26.8,95.0,84,52,39.0,,21.9,87,24.7,0.2,0.2,984.6,5.8,81,51,150.0
2025-10-07T19:00,40.4,62.4,1181.0,42.1,29.5,75.0,83,55,36.0,,21.4,92,23.9,0.0,0.0,985.4,9.5,101,0,185.0
2025-10-07T20:00,43.7,60.8,1218.0,48.9,31.4,59.0,83,56,32.0,,21.1,93,24.0,0.0,0.0,986.2,6.6,106,0,230.0
2025-10-07T21:00,41.9,55.6,1120.0,52.0,31.7,50.0,83,55,28.0,,21.0,95,24.0,0.0,0.0,986.6,6.1,67,0,185.0
2025-10-07T22:00,43.5,55.3,946.0,53.2,31.1,44.0,83,56,24.0,,20.7,96,24.2,0.0,0.0,986.7,2.3,157,0,130.0
2025-10-07T23:00,45.9,56.9,836.0,53.6,30.1,38.0,83,58,21.0,,21.0,98,24.8,0.0,0.0,986.8,3.2,133,1,85.0
2025-10-08T00:00,47.5,58.4,881.0,54.0,28.3,31.0,83,59,19.0,,21.1,98,24.8,0.0,0.0,986.5,3.2,161,0,80.0
2025-10-08T01:00,49.7,61.0,989.0,53.7,26.2,24.0,84,60,18.0,,21.1,97,24.7,0.0,0.0,986.2,3.8,225,0,90.0
2025-10-08T02:00,51.5,61.0,1028.0,51.2,25.6,22.0,85,61,18.0,,21.0,97,24.4,0.0,0.0,985.8,5.2,245,1,65.0
2025-10-08T03:00,50.2,60.1,917.0,45.0,28.0,26.0,87,60,20.0,,20.8,98,23.7,0.0,0.0,985.5,7.6,256,3,30.0
2025-10-08T04:00,49.4,60.1,737.0,36.6,31.8,34.0,89,60,24.0,,20.6,98,23.9,0.0,0.0,985.5,4.7,298,3,30.0
2025-10-08T05:00,39.1,47.6,598.0,30.2,26.6,44.0,90,54,16.0,,20.4,99,23.8,0.0,0.0,986.1,3.7,313,3,35.0
2025-10-08T06:00,40.3,49.9,552.0,29.5,33.0,47.0,92,54,20.0,,20.7,97,24.0,0.0,0.0,986.8,4.5,337,3,40.0
2025-10-08T07:00,41.1,52.6,548.0,28.3,41.8,51.0,94,55,25.0,,21.3,94,24.5,0.0,0.0,987.0,5.0,325,2,90.0
2025-10-08T08:00,37.1,52.5,543.0,26.6,47.5,59.0,96,53,29.0,,22.3,86,25.4,0.0,0.0,987.8,5.1,312,1,280.0
