time,pm2_5,temperature_2m,relative_humidity_2m,wind_u,wind_v,boundary_layer_height,precipitation,nitrogen_dioxide,hour_sin,hour_cos
2025-10-19T07:00,121.5,24.6,68,-2.0064910287889646,1.8066526371689173,60.0,0.0,78.8,0.9659258262890683,-0.25881904510252063
2025-10-19T08:00,105.0,26.4,61,0.1604398896114881,2.2943973155975956,120.0,0.0,72.8,0.8660254037844387,-0.4999999999999998
2025-10-19T09:00,84.3,28.8,50,0.7263847995832746,1.4256104387013888,395.0,0.0,57.3,0.7071067811865476,-0.7071067811865475
2025-10-19T10:00,65.7,30.6,40,1.414213562373095,1.4142135623730954,1340.0,0.0,37.0,0.49999999999999994,-0.8660254037844387
2025-10-19T11:00,60.8,31.4,37,1.9505106211597796,1.2188143077363713,1840.0,0.0,21.3,0.258819045102521,-0.9659258262890682
2025-10-19T12:00,61.7,32.7,34,1.441681763465924,0.9008627491964485,2140.0,0.0,13.8,1.2246467991473532e-16,-1.0
2025-10-19T13:00,61.9,33.3,32,0.18092503124808518,1.2873484893640414,2335.0,0.0,11.1,-0.2588190451025208,-0.9659258262890683
2025-10-19T14:00,61.2,33.6,30,-1.6060140217829286,2.293625724009177,2490.0,0.0,12.2,-0.4999999999999997,-0.8660254037844388
2025-10-19T15:00,60.5,33.5,29,-4.090582541823943,5.05144874947031,2515.0,0.0,17.0,-0.7071067811865471,-0.7071067811865479
2025-10-19T16:00,61.7,32.3,32,-7.016049541635871,7.265331983420378,2105.0,0.0,25.7,-0.8660254037844385,-0.5000000000000004
2025-10-19T17:00,69.8,30.5,38,-1.7835475811457462,-1.6059134552612597,305.0,0.0,49.1,-0.9659258262890683,-0.25881904510252063
2025-10-19T18:00,80.1,29.0,51,0.7187719590425637,-0.5416335208368431,45.0,0.0,64.4,-1.0,-1.8369701987210297e-16
2025-10-19T19:00,92.4,28.3,52,1.4375439180851275,-1.0832670416736863,125.0,0.0,85.5,-0.9659258262890684,0.2588190451025203
2025-10-19T20:00,99.0,27.5,52,1.2608835935349805,-2.831990918692063,120.0,0.0,101.4,-0.8660254037844386,0.5000000000000001
2025-10-19T21:00,106.2,27.0,52,0.7016920913345691,-2.295131414311285,95.0,0.0,106.7,-0.7071067811865477,0.7071067811865474
2025-10-19T22:00,115.0,26.7,54,0.5150380749100545,-0.8571673007021121,55.0,0.0,106.8,-0.5000000000000004,0.8660254037844384
2025-10-19T23:00,122.5,26.5,57,-0.5656854249492381,-0.5656854249492381,25.0,0.0,106.4,-0.25881904510252157,0.9659258262890681
2025-10-20T00:00,126.2,26.2,55,0.18159619989581866,0.3564026096753472,10.0,0.0,106.7,0.0,1.0
2025-10-20T01:00,129.5,26.0,55,0.21213203435596423,0.2121320343559643,10.0,0.0,106.6,0.25881904510252074,0.9659258262890683
2025-10-20T02:00,131.8,26.0,54,-0.5706339097770922,0.1854101966249684,35.0,0.0,107.4,0.49999999999999994,0.8660254037844387
2025-10-20T03:00,133.6,25.2,56,0.21213203435596423,0.2121320343559643,60.0,0.0,110.7,0.7071067811865476,0.7071067811865476
2025-10-20T04:00,136.4,24.0,60,2.1650635094610964,-1.2500000000000002,70.0,0.0,114.8,0.8660254037844386,0.5000000000000001
